,Open,High,Low,Close,Volume
1932,16162.50977,16194.71973,16121.54004,16179.08008,94980000
1933,16178.57031,16287.83984,16178.57031,16221.13965,285190000
1934,16225.25,16318.11035,16225.25,16294.61035,78930000
1935,16295.7002,16360.59961,16295.7002,16357.54981,33640000
1936,16370.96973,16483,16370.96973,16479.88086,50160000
1937,16486.36914,16529.00977,16461.23047,16478.41016,47230000
1938,16484.50977,16504.34961,16476.86914,16504.28906,54220000
1939,16512.38086,16588.25,16511.48047,16576.66016,78760000
1940,16572.16992,16573.07031,16416.49023,16441.34961,80960000
1941,16456.89063,16518.74023,16439.30078,16469.99023,72770000
1942,16474.03906,16532.99023,16405.51953,16425.09961,89380000
1943,16429.01953,16562.32031,16429.01953,16530.93945,81270000
1944,16527.66016,16528.88086,16416.68945,16462.74023,103260000
1945,16471.41016,16525.34961,16378.61035,16444.75977,83990000
1946,16453.61914,16487.65039,16379.01953,16437.05078,85190000
1947,16434.0293,16453.13086,16240.59961,16257.94043,111680000
